InspectionDate,HouseNumber,StreetName,Apartment,Borough,ViolationID,CurrentStatus,NOVDescription,BuildingID,Class,RegistrationID,BoroID,LowHouseNumber,HighHouseNumber,StreetCode,Postcode,Story,Block,Lot,ApprovedDate,OriginalCertifyByDate,OriginalCorrectByDate,NewCertifyByDate,NewCorrectByDate,CertifiedDate,OrderNumber,NOVID,NOVIssuedDate,CurrentStatusID,CurrentStatusDate,NovType,ViolationStatus,Latitude,Longitude,CommunityBoard,CouncilDistrict,CensusTract,BIN,BBL,NTA
02/12/2019,495,WEST 186 STREET,5C,MANHATTAN,12906908,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, SOUTH WALL, EAST WALL, NORTH WALL, AND WEST WALL (APPX 35 SQ.FT) IN THE BATHROOM LOCATED AT APT 5C, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",5873,C,104334,1,487,497,11710,10033,5,2149,93,02/13/2019,03/12/2019,03/07/2019,,,,550,6393034,02/14/2019,22,10/12/2021,Original,Open,40.851105,-73.928444,12,10,267,1063584,1021490093,Washington Heights North
02/19/2019,1415,BRISTOW STREET,1D,BRONX,12918662,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 40 SQ. FT. AT CEILING AND APROX. 20 SQ. FT. EAST WALL IN THE BATHROOM LOCATED AT APT 1D, 1st STORY, 3rd APARTMENT FROM SOUTH AT WEST",51585,C,200094,2,1415,1415,14720,10459,1,2963,56,02/20/2019,03/19/2019,03/14/2019,,,,550,6399468,02/21/2019,20,07/29/2021,Original,Open,40.833489,-73.895185,3,16,153,2010236,2029630056,Crotona Park East
02/19/2019,1415,BRISTOW STREET,5F,BRONX,12919293,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 30 SQ. FT. EAST WALL AND APROX. 8 SQ. FT. AT NOTH WALL IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 5F, 5th STORY, 4th APARTMENT FROM NORTH AT EAST",51585,C,200094,2,1415,1415,14720,10459,5,2963,56,02/20/2019,03/19/2019,03/14/2019,,,,550,6399472,02/21/2019,20,08/04/2021,Original,Open,40.833489,-73.895185,3,16,153,2010236,2029630056,Crotona Park East
02/19/2019,354,CHAUNCEY STREET,12A,BROOKLYN,12919720,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 25 SQ. FT AT WEST WALL AND 15 SQ. FT AT NORTH WALL IN THE 1st ROOM FROM NORTH LOCATED AT APT 12A, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",218998,C,324767,3,354,354,25530,11233,4,1514,18,02/20/2019,03/19/2019,03/14/2019,,,,550,6399854,02/21/2019,19,08/28/2020,Original,Close,40.681660,-73.918419,3,41,379,3041044,3015140018,Stuyvesant Heights
02/21/2019,1173,52 STREET,3D,BROOKLYN,12923312,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 30 SQ. FT. AT NORTH AND SOUTH WALLS IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 3D, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION AT WEST",155392,C,300737,3,1173,1183,9180,11219,3,5654,42,02/22/2019,03/23/2019,03/18/2019,,,09/06/2019,550,6402388,02/25/2019,19,08/28/2020,Original,Close,40.635127,-73.996797,12,44,220,3138325,3056540042,Borough Park
02/22/2019,271,PARKSIDE AVENUE,D1,BROOKLYN,12925781,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... (APPROX 62 SQ FT) ON EAST WALL AND NORTH WALL IN THE BATHROOM LOCATED AT APT D1, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",352212,C,334677,3,271,271,69530,11226,4,5048,83,02/23/2019,03/23/2019,03/18/2019,,,,550,6403203,02/25/2019,19,09/09/2020,Original,Close,40.655697,-73.959069,9,40,79601,3115842,3050480083,Prospect Lefferts Gardens-Wingate
02/22/2019,1541,WILLIAMSBRIDGE ROAD,6G,BRONX,12926053,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 15 SQ.FT. AT SOUTH WALL APROX. 18 SQ. FT . AT WEST WALL APROX. 18 SQ. FT. AT EAST WALL APROX. 8 SQ. FT. NORTH WALL APROX. 30 SQ. FT. AT CEIILING IN THE BATHROOM LOCATED AT APT 6G, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH",124800,C,201056,2,1541,1551,78050,10461,6,4087,33,02/22/2019,03/23/2019,03/18/2019,,,,550,6402369,02/25/2019,20,08/20/2020,Original,Open,40.845856,-73.847756,11,13,256,2044269,2040870033,Van Nest-Morris Park-Westchester Square
02/27/2019,3120,BAINBRIDGE AVENUE,3G,BRONX,12934470,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING AND ALL WALLS APPROX. 30 SQUARE FEET. IN THE BATHROOM LOCATED AT APT 3G, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION AT NORTH",46760,C,207337,2,3120,3120,10020,10467,3,3341,34,02/28/2019,03/27/2019,03/22/2019,,,,550,6408073,03/01/2019,20,11/30/2020,Original,Open,40.874249,-73.879319,7,11,423,2018115,2033410034,Norwood
03/01/2019,180,EAST 18 STREET,2D,BROOKLYN,12940530,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND WALLS IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",183905,C,348532,3,176,192,12330,11226,2,5121,7,03/05/2019,04/01/2019,03/27/2019,,,,550,6412573,03/06/2019,19,09/22/2020,Original,Close,40.646542,-73.962534,14,40,512,3117580,3051210007,Flatbush
03/04/2019,543,WEST 162 STREET,24,MANHATTAN,12941126,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 30 SQ.FT AT NORTH WALL, 1st WINDOW FRAME FROM WEST AT NORTH WALL, WEST WALL, EAST WALL IN THE 4th ROOM FROM EAST LOCATED AT APT 24, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",42972,C,104937,1,543,549,37010,10032,2,2122,21,03/05/2019,04/01/2019,03/27/2019,,,05/02/2019,550,6412311,03/06/2019,22,08/18/2020,Original,Open,40.836563,-73.941091,12,7,245,1062921,1021220021,Washington Heights South
03/06/2019,6816,OWLS HEAD COURT,3A,BROOKLYN,12945961,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPRX. 20 SQ. FEET, AT NORTH WALL APPRX. 10 SQ. FEET AND WEST WALL APPRX. 20 SQ. FEET IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",349342,C,346315,3,6816,6816,68830,11220,3,5859,56,03/10/2019,04/06/2019,04/01/2019,,,,550,6417334,03/11/2019,19,08/07/2020,Original,Close,40.638937,-74.034619,10,43,34,3144943,3058590056,Bay Ridge
03/08/2019,203,WYCKOFF AVENUE,3L,BROOKLYN,12954526,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (APPROX. 42 SQ. FT.) IN THE BATHROOM LOCATED AT APT 3L, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",398247,C,334349,3,203,203,94730,11237,3,3291,7,03/15/2019,04/13/2019,04/08/2019,,,06/06/2019,550,6423615,03/18/2019,19,08/28/2020,Original,Close,40.702373,-73.916107,4,37,443,3075188,3032910007,Bushwick North
03/12/2019,543,WEST 162 STREET,24,MANHATTAN,12954620,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 50 SQ FT NORTH WALL IN THE 4th ROOM FROM EAST LOCATED AT APT 24, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",42972,C,104937,1,543,549,37010,10032,2,2122,21,03/13/2019,04/09/2019,04/04/2019,,,,550,6419989,03/14/2019,22,08/18/2020,Original,Open,40.836563,-73.941091,12,7,245,1062921,1021220021,Washington Heights South
03/19/2019,405,EAST 16 STREET,1K,BROOKLYN,12968223,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT THE WEST WALL . APPROX 35 SQ FT IN THE PRIVATE HALLWAY LOCATED AT APT 1K, 1st STORY, 3rd APARTMENT FROM NORTH AT EAST",246461,C,368028,3,405,405,35530,11226,1,5159,53,03/20/2019,04/16/2019,04/11/2019,,,,550,6427765,03/21/2019,20,10/22/2020,Original,Open,40.640602,-73.963351,14,40,514,3118767,3051590053,Flatbush
03/19/2019,405,EAST 16 STREET,1K,BROOKLYN,12968314,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT THE NORTH WALL . APPROX 35 SQ FT IN THE FOYER LOCATED AT APT 1K, 1st STORY, 3rd APARTMENT FROM NORTH AT EAST",246461,C,368028,3,405,405,35530,11226,1,5159,53,03/20/2019,04/16/2019,04/11/2019,,,,550,6427765,03/21/2019,20,10/22/2020,Original,Open,40.640602,-73.963351,14,40,514,3118767,3051590053,Flatbush
03/19/2019,405,EAST 16 STREET,1K,BROOKLYN,12968352,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... THE CEILING AND EAST WALL . APPROX 50 SQ FT IN THE 1st ROOM FROM EAST LOCATED AT APT 1K, 1st STORY, 3rd APARTMENT FROM NORTH AT EAST",246461,C,368028,3,405,405,35530,11226,1,5159,53,03/20/2019,04/16/2019,04/11/2019,,,,550,6427765,03/21/2019,20,10/22/2020,Original,Open,40.640602,-73.963351,14,40,514,3118767,3051590053,Flatbush
03/19/2019,738,MILLER AVENUE,3F,BROOKLYN,12969284,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AND MILDEW AT CEILING AND ALL WALLS (APPROX 40 SQFT) IN THE BATHROOM LOCATED AT APT 3F, 3rd STORY, APARTMENT AT EAST",338100,C,330036,3,738,738,61030,11207,3,4303,27,03/22/2019,04/20/2019,04/15/2019,,,,550,6430346,03/25/2019,19,08/28/2020,Original,Close,40.662484,-73.888169,5,42,1122,3096710,3043030027,East New York (Pennsylvania Ave)
03/25/2019,3195,DECATUR AVENUE,2F,BRONX,12978648,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT ALL WALLS AND CEILING APPROX. 30 SQ FT IN THE BATHROOM LOCATED AT APT 2F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''NORTH''",60953,C,209136,2,3195,3197,23920,10467,3,3350,40,03/26/2019,04/22/2019,04/17/2019,,,,550,6433057,03/27/2019,20,08/21/2021,Original,Open,40.873825,-73.875588,7,11,42901,2018455,2033500040,Norwood
03/26/2019,3280,ROCHAMBEAU AVENUE,6I,BRONX,12981359,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 30 SQUARE FEET CEILING, APPROX 20 SQUARE FEET SOUTH WALL, APPROX 10 SQUARE FEET EAST WALL IN THE BATHROOM LOCATED AT APT 6I, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH",107097,C,215417,2,3280,3280,61720,10467,6,3336,11,03/27/2019,04/23/2019,04/18/2019,,,,550,6434308,03/28/2019,22,05/08/2021,Original,Open,40.877404,-73.880713,7,11,419,2018042,2033360011,Norwood
04/02/2019,561,WEST 181 STREET,5RW,MANHATTAN,12996140,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 30 SQ FT AT NORTH WALL, 1st WINDOW FRAME FROM WEST AT NORTH WALL, WEST WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 5RW, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",43404,C,121499,1,561,569,37370,10033,5,2154,24,04/04/2019,05/01/2019,04/26/2019,,,,550,6442591,04/05/2019,19,09/22/2020,Original,Close,40.848989,-73.932918,12,10,269,1063649,1021540024,Washington Heights North
04/07/2019,1064,CARROLL PLACE,1H,BRONX,13002991,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING APPROX. 30 SQUARE FEET. IN THE 2nd ROOM FROM EAST LOCATED AT APT 1H, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION AT SOUTH",55438,C,200971,2,1064,1064,18220,10456,1,2456,8,04/08/2019,05/05/2019,04/30/2019,,,,550,6445753,04/09/2019,22,09/22/2020,Original,Open,40.831120,-73.919226,4,16,18102,2002727,2024560008,East Concourse-Concourse Village
04/05/2019,247,AUDUBON AVENUE,65,MANHATTAN,13003445,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (10 SQ.FT.), EAST WALL (15 SQ.FT.), SOUTH WALL (15 SQ.FT.), WEST WALL (7 SQ.FT.), AND NORTH WALL (18 SQ.FT.) IN THE BATHROOM LOCATED AT APT 65, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",6206,C,104691,1,247,251,12010,10033,6,2132,21,04/09/2019,05/05/2019,04/30/2019,,,,550,6446432,04/09/2019,19,10/22/2020,Original,Close,40.846377,-73.934048,12,10,261,1063183,1021320021,Washington Heights South
04/10/2019,1185,GRAND CONCOURSE,5K,BRONX,13010452,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING AND ALL WALLS APPROX. 30 SQUARE FEET IN THE 3rd ROOM FROM EAST LOCATED AT APT 5K, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION AT NORTH",81660,C,205215,2,1181,1187,36420,10452,5,2463,53,04/11/2019,05/08/2019,05/03/2019,,,05/30/2019,550,6449362,04/12/2019,19,09/18/2020,Original,Close,40.833985,-73.918232,4,16,197,2002844,2024630053,West Concourse
04/16/2019,40-71,ELBERTSON STREET,F5,QUEENS,13018806,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT THE CEILING, WEST AND SOUTH WALLS (APRX 40 SQ FT) IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT F5, 5th STORY, 4th APARTMENT FROM EAST AT SOUTH , SECTION AT WEST",651901,C,402811,4,40-71,40-71,43290,11373,5,1511,32,04/18/2019,05/15/2019,05/10/2019,,,,550,6456538,04/19/2019,19,12/09/2020,Original,Close,40.747243,-73.877979,4,21,271,4037322,4015110032,Elmhurst
04/18/2019,3280,ROCHAMBEAU AVENUE,6I,BRONX,13024125,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING 25 SQ FT. AT SOUTH WALL 20 SQ FT. AT EAST WALL 15 SQ FT. IN THE BATHROOM LOCATED AT APT 6I, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH",107097,C,215417,2,3280,3280,61720,10467,6,3336,11,04/19/2019,05/18/2019,05/13/2019,,,,550,6457364,04/22/2019,22,05/08/2021,Original,Open,40.877404,-73.880713,7,11,419,2018042,2033360011,Norwood
02/06/2019,900,RIVERSIDE DRIVE,1J,MANHATTAN,13024578,NOT COMPLIED WITH,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 20 SQ FT AT ALL WALLS AND AT IN THE BATHROOM LOCATED AT APT 1J, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 12897039 ISSUED 06-FEB-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",27396,C,123346,1,900,900,29690,10032,1,2136,167,04/19/2019,05/15/2019,05/10/2019,,,,550,6456648,04/19/2019,21,08/28/2020,Original,Open,40.838127,-73.946517,12,7,247,1063335,1021360167,Washington Heights South
02/04/2019,1549,DE KALB AVENUE,3L,BROOKLYN,13026956,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 15 SQUARE FEET ON WEST WALL IN THE BATHROOM LOCATED AT APT 3L, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 12892269 ISSUED 04-FEB-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",230073,C,316065,3,1549,1549,31530,11237,3,3237,1,04/20/2019,05/18/2019,05/13/2019,,,,550,6458182,04/22/2019,19,08/13/2020,Original,Close,40.702936,-73.920597,4,37,445,3073631,3032370001,Bushwick North
04/20/2019,2737,WEBB AVENUE,1D,BRONX,13027412,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING , SOUTH AND EAST WALLS APPROX. 20 SQUARE FEET IN THE BATHROOM LOCATED AT APT 1D, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION AT SOUTH",120386,C,208417,2,2737,2739,73620,10468,1,3248,166,04/24/2019,05/21/2019,05/16/2019,,,08/16/2019,550,6461704,04/25/2019,19,09/24/2020,Original,Close,40.870260,-73.901570,8,14,26701,2015294,2032480166,Van Cortlandt Village
04/22/2019,100,LINDEN BOULEVARD,6C,BROOKLYN,13029762,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (APPROX. 88 SQ. FT) AND EAST WALL (APPROX. 90 SQ. FT) IN THE 1st ROOM FROM EAST AT CENTER LOCATED AT APT 6C, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",327005,C,302978,3,94,100,56230,11226,6,5087,17,04/23/2019,05/20/2019,05/15/2019,,,,550,6460647,04/24/2019,19,08/12/2020,Original,Close,40.652363,-73.954894,17,40,822,3116745,3050870017,Prospect Lefferts Gardens-Wingate
04/22/2019,1311,AVENUE K,1E,BROOKLYN,13030188,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING , NORTH,SOUTH AND EAST WALL ,APPROX. ( 60)SQ.FT. IN THE BATHROOM LOCATED AT APT 1E, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",807595,C,324058,3,1311,1323,14130,11230,1,6715,42,04/24/2019,05/21/2019,05/16/2019,,,,550,6462112,04/25/2019,19,10/14/2020,Original,Close,40.622615,-73.962590,14,44,534,3179934,3067150042,Midwood
04/23/2019,101,LENOX ROAD,5C,BROOKLYN,13032995,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 25 SQ FT AT NORTH WALL, 3 SQ FT AT CEILING AND 2 SQ FT AT EAST WALL IN CLOSET IN THE PRIVATE HALLWAY LOCATED AT APT 5C, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",808684,C,327129,3,101,109,55330,11226,5,5065,1,04/25/2019,05/22/2019,05/17/2019,,,,550,6463465,04/26/2019,19,09/17/2020,Original,Close,40.653816,-73.955664,17,40,822,3116221,3050650001,Prospect Lefferts Gardens-Wingate
04/24/2019,324,WEST 49 STREET,5FW,MANHATTAN,13034038,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (20 SQ.FT.), WEST WALL (10 SQ.FT) AND SOUTH WALL (5 SQ.FT) IN THE BATHROOM LOCATED AT APT 5FW, 5th STORY, 2nd APARTMENT FROM EAST AT SOUTH",33726,C,126863,1,324,324,34750,10019,5,1039,48,04/29/2019,05/26/2019,05/21/2019,,,,550,6466250,04/30/2019,20,10/23/2020,Original,Open,40.762159,-73.987763,4,3,127,1025152,1010390048,Clinton
04/26/2019,140-18,ASH AVENUE,3E,QUEENS,13039064,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING ( 12 SQ FT ); NORTH ( 12 SQ FT ), EAST ( 10 SQ FT ) & WEST ( 4 SQ FT ) WALLS IN THE BATHROOM LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",628602,C,401365,4,140-18,140-18,28590,11355,3,5185,14,04/29/2019,05/26/2019,05/21/2019,,,,550,6466824,04/30/2019,19,09/28/2020,Original,Close,40.755198,-73.823455,7,20,859,4117140,4051850014,Flushing
02/06/2019,2108,RYER AVENUE,B1,BRONX,13039713,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX.15 SQUARE FEET AT CEILING AND ALL WALLS IN THE KITCHEN LOCATED AT APT B1, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 12899963 ISSUED 06-FEB-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",107768,C,209622,2,2108,2108,62720,10457,3,3149,84,04/27/2019,05/25/2019,05/20/2019,,,06/18/2019,550,6465274,04/29/2019,19,09/04/2020,Original,Close,40.853434,-73.900648,5,15,381,2013534,2031490084,Mount Hope
04/29/2019,1088,WINTHROP STREET,D2,BROOKLYN,13043006,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... ALL WALLS AND CEILING APPROX 45 SQ FT IN THE BATHROOM LOCATED AT APT D2, 4th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''NORTH''",397356,C,303309,3,1080,1090,93830,11212,4,4630,6,05/01/2019,05/28/2019,05/23/2019,,,,550,6469383,05/02/2019,19,08/28/2020,Original,Close,40.661558,-73.923753,17,41,884,3100598,3046300006,Rugby-Remsen Village
05/05/2019,526,EAST 138 STREET,6,BRONX,13053321,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 30 SQ FT AT NORTH WALL, EAST WALL, WEST WALL, CEILING IN THE BATHROOM LOCATED AT APT 6, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",62821,C,200794,2,526,526,25800,10454,2,2265,33,05/08/2019,06/04/2019,05/30/2019,,,08/21/2019,550,6475615,05/09/2019,19,09/04/2020,Original,Close,40.807249,-73.918533,1,8,25,2000039,2022650033,Mott Haven-Port Morris
02/07/2019,2485,ELM PLACE,2A,BRONX,13057854,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT EAST WALL ( 16 SQ FT ) IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 2A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 12900979 ISSUED 07-FEB-19 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",76575,C,204153,2,2485,2485,30920,10458,1,3023,89,05/08/2019,06/03/2019,05/29/2019,,,,550,6475077,05/08/2019,19,11/20/2020,Original,Close,40.861382,-73.894103,5,15,39902,2011041,2030230089,Bedford Park-Fordham North
05/10/2019,224,HIGHLAND BOULEVARD,614,BROOKLYN,13068419,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL (APPROX 20 SQ FT FT) AND AT EAST WALL (APPROX 16 SQ FT) IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 614, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",312514,C,310230,3,222,236,49830,11207,3,3886,10,05/14/2019,06/10/2019,06/05/2019,,,06/06/2019,550,6481659,05/15/2019,19,10/06/2020,Original,Close,40.682153,-73.893072,5,37,114202,3086213,3038860010,Cypress Hills-City Line
05/10/2019,224,HIGHLAND BOULEVARD,708,BROOKLYN,13068480,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (APPROX 16 SQ FT), WEST WALL (APPROX 12 SQ FT) AND NORTH WALL (APPROX 12 SQ FT) IN THE BATHROOM LOCATED AT APT 708, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION AT WEST",312514,C,310230,3,222,236,49830,11207,4,3886,10,05/14/2019,06/10/2019,06/05/2019,,,,550,6481662,05/15/2019,20,10/10/2020,Original,Open,40.682153,-73.893072,5,37,114202,3086213,3038860010,Cypress Hills-City Line
05/14/2019,100,LINDEN BOULEVARD,6C,BROOKLYN,13069250,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND ALL WALLS (APPROX 40 SQ. FT.) IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 6C, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",327005,C,302978,3,94,100,56230,11226,6,5087,17,05/15/2019,06/11/2019,06/06/2019,,,,550,6483010,05/16/2019,19,08/12/2020,Original,Close,40.652363,-73.954894,17,40,822,3116745,3050870017,Prospect Lefferts Gardens-Wingate
