InspectionDate,HouseNumber,StreetName,Apartment,Borough,Full Address,Latitude,Longitude,ViolationID,CurrentStatus,NOVDescription,BuildingID,Class,RegistrationID,BoroID,LowHouseNumber,HighHouseNumber,StreetCode,Postcode,Story,Block,Lot,ApprovedDate,OriginalCertifyByDate,OriginalCorrectByDate,NewCertifyByDate,NewCorrectByDate,CertifiedDate,OrderNumber,NOVID,NOVIssuedDate,CurrentStatusID,CurrentStatusDate,NovType,ViolationStatus,Latitude,Longitude,CommunityBoard,CouncilDistrict,CensusTract,BIN,BBL,NTA
01/05/2021,1575,ODELL STREET,3B,BRONX,1575 ODELL STREET 3B BRONX ,40.8388619,-73.8550347,13980619,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT SOUTH WALL APPROX 15 SQ. FT AND WEST WALL APPROX 15 SQ. FT IN THE BATHROOM LOCATED AT APT 3B, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",100100,C,223946,2,1575,1575,55120,10462,4,3943,7501,01/12/2021,02/13/2021,02/08/2021,,,,550,7061551,01/13/2021,47,01/13/2021,Original,Open,40.838429,-73.854621,9,18,21002,2096732,2039437501,Parkchester
01/05/2021,1605,MAYFLOWER AVENUE,2C,BRONX,1605 MAYFLOWER AVENUE 2C BRONX ,40.84372,-73.834966,14117514,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT EAST WALL, NORTH WALL, SOUTH WALL, CEILING IN THE 1st ROOM FROM EAST LOCATED AT APT 2C, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13971741 ISSUED 05-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",95178,C,210325,2,1605,1605,49920,10461,3,4156,1,04/02/2021,05/03/2021,04/28/2021,,,,550,7162868,04/02/2021,19,07/16/2021,Original,Close,40.843812,-73.834717,10,13,26602,2045786,2041560001,Pelham Bay-Country Club-City Island
01/05/2021,1605,MAYFLOWER AVENUE,2C,BRONX,1605 MAYFLOWER AVENUE 2C BRONX ,40.84372,-73.834966,14117515,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, NORTH WALL IN THE BATHROOM LOCATED AT APT 2C, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13971743 ISSUED 05-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",95178,C,210325,2,1605,1605,49920,10461,3,4156,1,04/02/2021,05/03/2021,04/28/2021,,,,550,7162868,04/02/2021,19,07/16/2021,Original,Close,40.843812,-73.834717,10,13,26602,2045786,2041560001,Pelham Bay-Country Club-City Island
01/05/2021,141,LEGION STREET,3,BROOKLYN,141 LEGION STREET 3 BROOKLYN ,40.665418,-73.9171867,13972375,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... INSIDE CLOSET, APPROXIAMETLY 10 SQUARE FEET AT WEST WALL, 10 SQUARE FEET AT NORTH WALL, AND 10 SQUARE FEET AT SOUTH WALL IN THE 1st ROOM FROM NORTH LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",323822,C,378384,3,141,145,55130,11212,3,3536,14,01/09/2021,02/11/2021,02/06/2021,,,,550,7058943,01/11/2021,19,04/22/2021,Original,Close,40.665375,-73.91743,16,41,900,3081286,3035360014,Brownsville
01/05/2021,2082,MOHEGAN AVENUE,4B,BRONX,2082 MOHEGAN AVENUE 4B BRONX ,40.844921,-73.883506,14098055,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT ALL WALLS AND CEILING IN THE 2nd BATHROOM FROM EAST LOCATED AT APT 4B, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ''WEST'' ORIGINAL VIOLATION 13971812 ISSUED 05-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",96758,C,200701,2,2082,2088,51520,10460,4,3123,44,03/30/2021,04/30/2021,04/25/2021,,,06/03/2021,550,7135101,03/30/2021,19,08/20/2021,Original,Close,40.844998,-73.88389,6,17,363,2013144,2031230044,East Tremont
01/06/2021,667,WEST 161 STREET,W C,MANHATTAN,667 WEST 161 STREET W C MANHATTAN ,40.8378279,-73.9456834,14343052,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 8 SQ FT AT CEILING AND 2 SQ FT AT EAST WALL IN THE 3rd ROOM FROM EAST LOCATED AT APT W C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13941728 ISSUED 06-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",42926,C,115519,1,667,667,36990,10032,2,2136,160,05/15/2021,06/17/2021,06/12/2021,,,,550,7347993,05/17/2021,47,05/17/2021,Original,Open,40.837586,-73.945488,12,7,247,1063334,1021360160,Washington Heights South
01/06/2021,550,WEST 183 STREET,1,MANHATTAN,550 WEST 183 STREET 1 MANHATTAN ,40.849768,-73.931788,14479092,INVALID CERTIFICATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 13 SQUARE FEET AT CEILING IN THE BATHROOM LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13941827 ISSUED 06-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",43448,C,132202,1,550,550,37410,10033,1,2154,52,08/03/2021,09/03/2021,08/29/2021,,,,550,7428150,08/03/2021,28,08/30/2021,Original,Open,40.850072,-73.931854,12,10,269,1063662,1021540052,Washington Heights North
01/06/2021,66,ST NICHOLAS PLACE,1B,MANHATTAN,66 ST NICHOLAS PLACE 1B MANHATTAN ,40.8290323,-73.9407123,13974663,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... ALL WALLS AND CEILINGS APROX = 50 SQ FT IN THE BATHROOM LOCATED AT APT 1B, 1st STORY, 6th APARTMENT FROM NORTH AT EAST",28338,C,126522,1,66,74,31290,10032,1,2054,82,01/08/2021,02/11/2021,02/06/2021,,,,550,7058168,01/11/2021,22,05/07/2021,Original,Open,40.829237,-73.940956,9,9,23501,1061189,1020540082,Hamilton Heights
01/06/2021,66,ST NICHOLAS PLACE,1B,MANHATTAN,66 ST NICHOLAS PLACE 1B MANHATTAN ,40.8290323,-73.9407123,13974676,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT ALL WALLS APROX = 30 SQ FT IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 1B, 1st STORY, 6th APARTMENT FROM NORTH AT EAST",28338,C,126522,1,66,74,31290,10032,1,2054,82,01/08/2021,02/11/2021,02/06/2021,,,,550,7058168,01/11/2021,22,05/07/2021,Original,Open,40.829237,-73.940956,9,9,23501,1061189,1020540082,Hamilton Heights
01/06/2021,1921,AVENUE I,4A,BROOKLYN,1921 AVENUE I 4A BROOKLYN ,40.6283647,-73.9571641,14094534,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT WEST AND SOUTH WALL APPROX..10 SQ.FT IN THE 3rd ROOM FROM EAST AT SOUTH LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13979245 ISSUED 06-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",188177,C,304637,3,1915,1929,14030,11230,4,6703,1,03/27/2021,04/29/2021,04/24/2021,,,,550,7133512,03/29/2021,47,03/29/2021,Original,Open,40.628024,-73.957699,14,45,764,3179440,3067030001,Flatbush
01/06/2021,750,OCEAN AVENUE,5B,BROOKLYN,750 OCEAN AVENUE 5B BROOKLYN ,40.6458543,-73.9624825,14101812,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, EAST AND NORTH WALLS, TOTAL 20 SQ FT IN THE BATHROOM LOCATED AT APT 5B, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13974472 ISSUED 06-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",347782,C,347926,3,750,750,67530,11226,5,5150,13,04/01/2021,05/02/2021,04/27/2021,,,,550,7148002,04/01/2021,47,04/01/2021,Original,Open,40.644328,-73.95993,14,40,514,3118530,3051500013,Flatbush
01/06/2021,2315,2 AVENUE,3C,MANHATTAN,2315 2 AVENUE 3C MANHATTAN ,40.7988738,-73.9366939,13941601,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING 40 SQ FT NORTH WALL 10 SQ FT SOUTH WALL 10 SQ FT IN THE BATHROOM LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",1300,C,105754,1,2315,2315,10110,10035,3,1783,27,01/06/2021,02/07/2021,02/02/2021,,,,550,7055130,01/07/2021,19,03/15/2021,Original,Close,40.798746,-73.936512,11,8,188,1054533,1017830027,East Harlem North
01/06/2021,2820,GRAND CONCOURSE,3G,BRONX,2820 GRAND CONCOURSE 3G BRONX ,40.86954,-73.891087,13973259,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 16 SQ. FT. AT CEILING APROX. 12 SQ. FT. AT WEST WALL APROX. 12 SQ. FT. AT EAST WALL IN THE BATHROOM LOCATED AT APT 3G, 3rd STORY, 5th APARTMENT FROM SOUTH AT WEST",81879,C,208010,2,2820,2830,36420,10458,3,3304,146,01/07/2021,02/08/2021,02/03/2021,,,,550,7057002,01/08/2021,47,01/08/2021,Original,Open,40.869611,-73.891632,7,15,40302,2017156,2033040146,Bedford Park-Fordham North
01/06/2021,147,THAMES STREET,4R,BROOKLYN,147 THAMES STREET 4R BROOKLYN ,40.7059344,-73.92682,14164569,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... , CEILING, EAST WALL, SOUTH WALL, WEST WALL, NORTH WALL IN THE BATHROOM LOCATED AT APT 4R, 4th STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13973191 ISSUED 06-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",381018,C,322858,3,147,147,84930,11237,4,3010,24,04/07/2021,05/08/2021,05/03/2021,,,,550,7199941,04/07/2021,47,04/07/2021,Original,Open,40.705718,-73.926877,1,34,453,3070709,3030100024,Bushwick North
01/06/2021,125-30,SUTPHIN BOULEVARD,B703,QUEENS,125-30 SUTPHIN BOULEVARD B703 QUEENS ,40.6742179,-73.7896353,13973945,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING ( APPROX 30 SQ.FT ) IN THE BATHROOM LOCATED AT APT B703, 8th STORY, 4th APARTMENT FROM WEST AT NORTH",698415,C,422114,4,125-30,125-38,64790,11434,8,12051,20,01/07/2021,02/08/2021,02/03/2021,,,,550,7057546,01/08/2021,20,06/05/2021,Original,Open,40.674354,-73.789251,12,28,18401,4440627,4120510020,Baisley Park
01/07/2021,1359,FINDLAY AVENUE,10,BRONX,1359 FINDLAY AVENUE 10 BRONX ,40.836619,-73.910398,13974903,NOT COMPLIED WITH,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 60 SQ FT AT NORTH WALL, EAST WALL, SOUTH WALL, 1st RISER FROM SOUTH AT WEST WALL, 1st DOOR FRAME FROM EAST AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 10, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST",78361,C,210790,2,1359,1359,32820,10456,5,2783,52,01/08/2021,02/11/2021,02/06/2021,,,02/10/2021,550,7058452,01/11/2021,21,04/07/2021,Original,Open,40.836677,-73.909964,4,16,17702,2007201,2027830052,East Concourse-Concourse Village
01/07/2021,672,EAST 138 STREET,2,BRONX,672 EAST 138 STREET 2 BRONX ,40.8053733,-73.914407,14076845,INVALID CERTIFICATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 15 SQ. FT. AT THE CEILING,NORTH WALL,WEST WALL,AND SOUTH WALL IN THE BATHROOM LOCATED AT APT 2, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13975120 ISSUED 07-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",62856,C,201282,2,670,672,25800,10454,1,2566,1,03/17/2021,04/17/2021,04/12/2021,,,,550,7121223,03/17/2021,28,04/05/2021,Original,Open,40.805454,-73.914298,1,8,2702,2003788,2025660001,Mott Haven-Port Morris
01/07/2021,1127,FTELEY AVENUE,1R,BRONX,1127 FTELEY AVENUE 1R BRONX ,40.8278117,-73.8714821,14090012,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 10 SQ. FT AT WEST WALL IN THE BATHROOM LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13979012 ISSUED 07-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",79518,C,212473,2,1127,1127,34020,10472,1,3747,65,03/25/2021,04/25/2021,04/20/2021,,,,550,7129514,03/25/2021,19,06/14/2021,Original,Close,40.827767,-73.871216,9,18,68,2024051,2037470065,Soundview-Bruckner
01/07/2021,2574,ADAM C POWELL BOULEVARD,5A,MANHATTAN,2574 ADAM C POWELL BOULEVARD 5A MANHATTAN ,40.82424,-73.937695,13975416,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... ... AT CEILING 20 SQ FT , WEST WALL 10 SQ FT , EAST WALL 10 SQ FT AND AT SOUTH WALL 10 SQ FT IN THE BATHROOM LOCATED AT APT 5A, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",3648,C,113090,1,2574,2574,10610,10039,5,2034,36,01/07/2021,02/08/2021,02/03/2021,,,,550,7056718,01/08/2021,19,02/19/2021,Original,Close,40.824001,-73.937369,10,9,234,1060568,1020340036,Central Harlem North-Polo Grounds
01/07/2021,1359,FINDLAY AVENUE,10,BRONX,1359 FINDLAY AVENUE 10 BRONX ,40.836619,-73.910398,13974900,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 100 SQ FT AT NORTH WALL, EAST WALL, SOUTH WALL, WEST WALL, CEILING, 1st RISER FROM SOUTH AT WEST WALL IN THE 7th ROOM FROM EAST LOCATED AT APT 10, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST",78361,C,210790,2,1359,1359,32820,10456,5,2783,52,01/08/2021,02/11/2021,02/06/2021,,,02/10/2021,550,7058452,01/11/2021,19,04/07/2021,Original,Close,40.836677,-73.909964,4,16,17702,2007201,2027830052,East Concourse-Concourse Village
01/07/2021,1297,INTERVALE AVENUE,ALL,BRONX,1297 INTERVALE AVENUE ALL BRONX ,40.8300316,-73.8938829,13975142,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 16 SQ. FT. AT NORTH WALL APROX. 16 SQ. FT AT WEST WALL INSIDE THE CLOSET AT EAST WALL IN THE PRIVATE HALLWAY LOCATED AT APT ALL, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",88227,C,0,2,1297,1297,42020,10459,1,2973,76,01/11/2021,02/12/2021,02/07/2021,,,,550,7060193,01/12/2021,19,06/04/2021,Original,Close,40.830062,-73.893463,3,17,125,2087989,2029730076,Morrisania-Melrose
01/07/2021,65,HOLLAND AVENUE,12K,STATEN ISLAND,65 HOLLAND AVENUE 12K STATEN ISLAND ,40.6389115,-74.1700944,14488242,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 16 SQ FT AT CEILING IN THE BATHROOM LOCATED AT APT 12K, 12th STORY, 4th APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13976713 ISSUED 07-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",812480,C,501097,5,65,65,33200,10303,12,1272,11,08/10/2021,09/10/2021,09/05/2021,,,,550,7436691,08/10/2021,47,08/10/2021,Original,Open,40.638842,-74.17124,1,49,31902,5112688,5012720011,Mariner's Harbor-Arlington-Port Ivory-Graniteville
01/08/2021,57-07,SHORE FRONT PARKWAY,1201,QUEENS,57-07 SHORE FRONT PARKWAY 1201 QUEENS ,40.5913958,-73.7872662,14094535,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL (10 SQFT) IN THE 1st LIVING ROOM FROM NORTH LOCATED AT APT 1201, 12th STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13979970 ISSUED 08-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",811858,C,421694,4,57-07,57-07,62200,11692,12,15926,1,03/27/2021,04/29/2021,04/24/2021,,,,550,7134268,03/29/2021,20,09/10/2021,Original,Open,40.592085,-73.786713,14,31,97202,4312847,4159260001,Hammels-Arverne-Edgemere
01/08/2021,2240,TIEBOUT AVENUE,WIGROU,BRONX,2240 TIEBOUT AVENUE WIGROU BRONX ,40.8555138,-73.8975526,13981133,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 30 SQ. FT AT WEST WALL AND APPROX 4. SQ. FT AT SOUTH WALL IN THE 3rd ROOM FROM EAST AT CENTER LOCATED AT APT WIGROU, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",114418,C,200462,2,2240,2240,68420,10457,1,3143,150,01/12/2021,02/13/2021,02/08/2021,,,,550,7061602,01/13/2021,47,01/13/2021,Original,Open,40.855583,-73.897879,5,15,38302,2013321,2031430150,Fordham South
01/08/2021,37-40,81 STREET,B14,QUEENS,37-40 81 STREET B14 QUEENS ,40.746407,-73.884344,14265121,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING AND EAST WALL IN THE BATHROOM LOCATED AT APT B14, 4th STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13977622 ISSUED 08-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",484621,C,405810,4,37-36,37-40,16740,11372,4,1291,25,04/19/2021,05/20/2021,05/15/2021,,,,550,7287864,04/19/2021,47,04/19/2021,Original,Open,40.749307,-73.885187,3,25,283,4029990,4012910025,Jackson Heights
01/08/2021,668A,FULTON STREET,4,BROOKLYN,668A FULTON STREET 4 BROOKLYN ,40.6863892,-73.9751746,13979055,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (APPROX. 40 SQ FT), SOUTH WALL (APPROX. 10 SQ FT), NORTH WALL (APPROX. 10 SQ FT), EAST WALL (APPROX. 5 SQ FT) AND WEST WALL (APPROX. 4 SQ FT) IN THE BATHROOM LOCATED AT APT 4, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",298404,C,360459,3,668A,668B,42730,11217,4,2114,17,01/12/2021,02/13/2021,02/08/2021,,,,550,7061811,01/13/2021,47,01/13/2021,Original,Open,40.686624,-73.975225,2,35,35,3059273,3021140017,Fort Greene
01/08/2021,82,WADSWORTH AVENUE,43,MANHATTAN,82 WADSWORTH AVENUE 43 MANHATTAN ,40.8470986,-73.937291,14073408,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND EAST WALL APPROXIATMATELY 20 SQUARE FEET IN THE BATHROOM LOCATED AT APT 43, 4th STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13981155 ISSUED 08-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",29054,C,122213,1,82,82,32790,10033,4,2145,49,03/14/2021,04/15/2021,04/10/2021,,,,550,7118084,03/15/2021,19,05/17/2021,Original,Close,40.847122,-73.936961,12,10,263,1063573,1021450049,Washington Heights South
01/08/2021,278,EAST 98 STREET,2R,BROOKLYN,278 EAST 98 STREET 2R BROOKLYN ,40.6608488,-73.9185784,13977104,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, NORTH, SOUTH, EAST AND WEST WALL, TOTAL 30 SQ FT IN THE BATHROOM LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",284968,C,310325,3,278,278,38130,11212,2,4652,24,01/08/2021,02/11/2021,02/06/2021,,,,550,7058838,01/11/2021,19,03/12/2021,Original,Close,40.660932,-73.918419,17,41,890,3101272,3046520024,Rugby-Remsen Village
01/08/2021,35-25,95 STREET,A1,QUEENS,35-25 95 STREET A1 QUEENS ,40.7523099,-73.8720951,13977499,NOV CERTIFIED LATE,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... NORTH WEST ROOM NORTH WALL 20 SQ/FT WEST WALL 20 SQ/FT IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT A1, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",505903,C,407461,4,35-25,35-25,18840,11372,1,1469,63,01/09/2021,02/11/2021,02/06/2021,,,02/17/2021,550,7059323,01/11/2021,4,02/17/2021,Original,Open,40.752798,-73.872544,3,21,273,4036191,4014690063,Jackson Heights
01/08/2021,1819,WILLIAMSBRIDGE ROAD,4G,BRONX,1819 WILLIAMSBRIDGE ROAD 4G BRONX ,40.8508106,-73.8520802,13978328,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 15 SQ. FT. AT CEILING APROX. 15 SQ. FT. AT WEST WALL IN THE BATHROOM LOCATED AT APT 4G, 4th STORY, 4th APARTMENT FROM NORTH AT EAST",124872,C,221337,2,1819,1819,78050,10461,4,4132,26,01/11/2021,02/12/2021,02/07/2021,,,,550,7060301,01/12/2021,19,03/17/2021,Original,Close,40.850846,-73.851804,11,13,250,2045695,2041320026,Pelham Parkway
01/08/2021,105,ELLIOT PLACE,4G,BRONX,105 ELLIOT PLACE 4G BRONX ,40.8389384,-73.9161105,13979034,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING ( 60 SQ FT ) NORTH WALL ( 24 SQ FT ) EAST WALL ( 18 SQ FT ) IN THE BATHROOM LOCATED AT APT 4G, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",76110,C,202628,2,101,107,30520,10452,5,2842,38,01/11/2021,02/12/2021,02/07/2021,,,,550,7060160,01/12/2021,47,01/12/2021,Original,Open,40.838888,-73.916246,4,16,22102,2008082,2028420038,West Concourse
01/08/2021,3380,NOSTRAND AVENUE,4E,BROOKLYN,3380 NOSTRAND AVENUE 4E BROOKLYN ,40.601686,-73.9424573,13978735,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... EAST WALL APPROX 125SQ.FT. IN THE 1st ROOM FROM NORTH LOCATED AT APT 4E, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST",346714,C,373448,3,3380,3380,67030,11229,4,7334,18,01/12/2021,02/13/2021,02/08/2021,,,,550,7061907,01/13/2021,47,01/13/2021,Original,Open,40.601664,-73.942133,15,46,566,3198900,3073340018,Madison
01/08/2021,920,PROSPECT AVENUE,2B,BRONX,920 PROSPECT AVENUE 2B BRONX ,40.8216316,-73.9004334,13980447,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 25 SQ. FT. AT CEILING, 8 SQ. FT. EAST WALL, 8 SQ. FT. NORTH WALL, 6 SQ. FT. AT SOUTH WALL. IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",807175,C,223003,2,916,928,59520,10459,2,2690,63,01/12/2021,02/13/2021,02/08/2021,,,,550,7062190,01/13/2021,19,03/16/2021,Original,Close,40.821703,-73.900768,2,17,12901,2115864,2026900063,Longwood
01/08/2021,1560,PELHAM PARKWAY SOUTH,4P,BRONX,1560 PELHAM PARKWAY SOUTH 4P BRONX ,40.856603,-73.8410754,13978331,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 21 SQ. FT. AT CEILING APROX. 12 SQ. FT. AT NORTH WALL APROX. 12 SQ. FT. AT EAST WALL APROX. 12 SQ. FT. AT WEST WALL IN THE BATHROOM LOCATED AT APT 4P, 4th STORY, 3rd APARTMENT FROM WEST AT NORTH , SECTION AT NORTH",102634,C,221034,2,1560,1560,57720,10461,4,4222,46,01/11/2021,02/12/2021,02/07/2021,,,,550,7060228,01/12/2021,19,06/01/2021,Original,Close,40.856727,-73.841202,11,13,296,2093186,2042220046,Pelham Parkway
